"","full.name","regex"
"1203","First Solar, Inc (FSLR)","first solar, inc (fslr)"
"1204","Animal & Plant Health Association (APHA)","animal & plant health association (apha)"
"1205","Union Asset Management Holding AG (UMH)","union asset management holding ag (umh)"
"1206","SUEZ Group","suez group"
"1207","COORDINAMENTO DIASPORE IN SARDEGNA (Co.D.I.Sard)","coordinamento diaspore in sardegna (co.d.i.sard)"
"1208","Stichting International Parents Alliance (Stichting IPA)","stichting international parents alliance (stichting ipa)"
"1209","European Liver Patients' Association (ELPA)","european liver patients' association (elpa)"
"1210","Energy Materials Industrial Research Initiative (EMIRI)","energy materials industrial research initiative (emiri)"
"1211","MVNO Europe (MVNO Europe)","mvno europe (mvno europe)"
"1212","Phamaceutical Group of the European Union (PGEU)","phamaceutical group of the european union (pgeu)"
"1213","<U+041D><U+0410><U+0426><U+0418><U+041E><U+041D><U+0410><U+041B><U+041D><U+0410> <U+0411><U+0418><U+041E> <U+0410><U+0421><U+041E><U+0426><U+0418><U+0410><U+0426><U+0418><U+042F> (<U+041D><U+0411><U+0410>)","<U+043D><U+0430><U+0446><U+0438><U+043E><U+043D><U+0430><U+043B><U+043D><U+0430> <U+0431><U+0438><U+043E> <U+0430><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> (<U+043D><U+0431><U+0430>)"
"1214","CME Group","cme group"
"1215","Intelsat S.A. (Intelsat)","intelsat s.a. (intelsat)"
"1216","Independent Film & Television Alliance (IFTA)","independent film & television alliance (ifta)"
"1217","Mérték Médiaelemzo Muhely Közhasznú Nonprofit Kft","mérték médiaelemzo muhely közhasznú nonprofit kft"
"1218","Royalton Partners (Royalton Partners)","royalton partners (royalton partners)"
"1219","vbw - Vereinigung der Bayerischen Wirtschaft e. V. (vbw)","vbw - vereinigung der bayerischen wirtschaft e. v. (vbw)"
"1220","EDEKA ZENTRALE Stiftung & Co. KG (EDEKA)","edeka zentrale stiftung & co. kg (edeka)"
"1221","Arbeitsgemeinschaft katholisch-sozialer Bildungswerke in der Bundesrepublik Deutschland e.V. (AKSB)","arbeitsgemeinschaft katholisch-sozialer bildungswerke in der bundesrepublik deutschland e.v. (aksb)"
"1222","Bundesverband deutscher Banken e.V. (Bankenverband)","bundesverband deutscher banken e.v. (bankenverband)"
"1223","Open Dialogue Foundation (ODF)","open dialogue foundation (odf)"
"1224","European Haemophilia Consortium (EHC)","european haemophilia consortium (ehc)"
"1225","European Association of Institutions in Higher Education (EURASHE)","european association of institutions in higher education (eurashe)"
"1226","<U+0426><U+0435><U+043D><U+0442><U+044A><U+0440> <U+0437><U+0430> <U+043C><U+0435><U+0436><U+0434><U+0443><U+0435><U+0442><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438> <U+0434><U+0438><U+0430><U+043B><U+043E><U+0433> <U+0438> <U+0442><U+043E><U+043B><U+0435><U+0440><U+0430><U+043D><U+0442><U+043D><U+043E><U+0441><U+0442> ""<U+0410><U+043C><U+0430><U+043B><U+0438><U+043F><U+0435>"" (CIEDT Amalipe)","<U+0446><U+0435><U+043D><U+0442><U+044A><U+0440> <U+0437><U+0430> <U+043C><U+0435><U+0436><U+0434><U+0443><U+0435><U+0442><U+043D><U+0438><U+0447><U+0435><U+0441><U+043A><U+0438> <U+0434><U+0438><U+0430><U+043B><U+043E><U+0433> <U+0438> <U+0442><U+043E><U+043B><U+0435><U+0440><U+0430><U+043D><U+0442><U+043D><U+043E><U+0441><U+0442> ""<U+0430><U+043C><U+0430><U+043B><U+0438><U+043F><U+0435>"" (ciedt amalipe)"
"1227","Verdens Skove","verdens skove"
"1228","AŽD Praha (AŽD)","ažd praha (ažd)"
"1229","B’Tselem – The Israeli Information Center for Human Rights in the Occupied Territories","b’tselem – the israeli information center for human rights in the occupied territories"
"1230","laois wind enregy awareness group (LWEAG)","laois wind enregy awareness group (lweag)"
"1231","ACM EUROPE (ACM-E)","acm europe (acm-e)"
"1232","Irish Congress Trade Unions (ICTU)","irish congress trade unions (ictu)"
"1233","INTERNATIONAL SAFETY AND HEALTH  CONSTRUCTION CO-ORDINATORS ORGANISATION (ISHCCO)","international safety and health  construction co-ordinators organisation (ishcco)"
"1234","1&1 Drillisch AG","1&1 drillisch ag"
"1235","Wintershall Dea GmbH","wintershall dea gmbh"
"1236","Novartis International AG","novartis international ag"
"1237","Deutsches Aktieninstitut","deutsches aktieninstitut"
"1238","AMBER Alert Europe (AMBER Alert EU)","amber alert europe (amber alert eu)"
"1239","Barclays PLC","barclays plc"
"1240","Finance Watch","finance watch"
"1241","Association of the European Heating Industry (EHI)","association of the european heating industry (ehi)"
"1242","Brussels Airlines SA/NV","brussels airlines sa/nv"
"1243","Wikimedia Sverige (WMSE)","wikimedia sverige (wmse)"
"1244","Czech Association of Fire Officers (CAFO)","czech association of fire officers (cafo)"
"1245","Asian Forum for Human Rights and Development (FORUM-ASIA)","asian forum for human rights and development (forum-asia)"
"1246","Oil Gas Denmark (OGD)","oil gas denmark (ogd)"
"1247","Chambers Ireland","chambers ireland"
"1248","European Movement Ireland (EM Ireland)","european movement ireland (em ireland)"
"1249","European Ageing Network (E.A.N.)","european ageing network (e.a.n.)"
"1250","Macra na Feirme (Macra)","macra na feirme (macra)"
"1251","Global Standard gGmbH (GOTS)","global standard ggmbh (gots)"
"1252","Vereinigung der österreichischen Industrie - Industriellenvereinigung (IV)","vereinigung der österreichischen industrie - industriellenvereinigung (iv)"
"1253","Bundesarbeitgeberverband Chemie e.V. (BAVC)","bundesarbeitgeberverband chemie e.v. (bavc)"
"1254","Bundesrechtsanwaltskammer (BRAK)","bundesrechtsanwaltskammer (brak)"
"1255","European Toner & Inkjet Remanufacturers' Association (ETIRA)","european toner & inkjet remanufacturers' association (etira)"
"1256","Research Data Alliance Foundation (RDA)","research data alliance foundation (rda)"
"1257","Council of European Energy Regulators (CEER)","council of european energy regulators (ceer)"
"1258","European Industrial Hemp Association (EIHA)","european industrial hemp association (eiha)"
"1259","Reuse and Recycling European Union Social Enterprises (RREUSE)","reuse and recycling european union social enterprises (rreuse)"
"1260","Koda (KODA)","koda (koda)"
"1261","<U+0411><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+043E> <U+044F><U+0434><U+0440><U+0435><U+043D><U+043E> <U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> (<U+0411><U+042F><U+0414>, BgNS)","<U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+043E> <U+044F><U+0434><U+0440><U+0435><U+043D><U+043E> <U+0434><U+0440><U+0443><U+0436><U+0435><U+0441><U+0442><U+0432><U+043E> (<U+0431><U+044F><U+0434>, bgns)"
"1262","Stop Wasting Food movement Denmark (Stop Spild Af Mad) (SWF)","stop wasting food movement denmark (stop spild af mad) (swf)"
"1263","FoodCloud","foodcloud"
"1264","Magyar Kommunikációs Szövetség (MKSZ)","magyar kommunikációs szövetség (mksz)"
"1265","Japan Bioindustry Association (JBA)","japan bioindustry association (jba)"
"1266","Collaborative Labelling and Appliance Standards Program (CLASP)","collaborative labelling and appliance standards program (clasp)"
"1267","Gremial de Proveedores de Insumos Agricolas (GREMIAGRO)","gremial de proveedores de insumos agricolas (gremiagro)"
"1268","Budapest Airport Budapest Liszt Ferenc Nemzetközi Repüloteret Üzemelteto Zrt. (BUD)","budapest airport budapest liszt ferenc nemzetközi repüloteret üzemelteto zrt. (bud)"
"1269","Médecins Sans Frontières International (MSF International)","médecins sans frontières international (msf international)"
"1270","Deutscher Juristinnenbund e.V. (djb)","deutscher juristinnenbund e.v. (djb)"
"1271","Bundesarbeitsgemeinschaft Deutscher Kommunalversicherer (BADK)","bundesarbeitsgemeinschaft deutscher kommunalversicherer (badk)"
"1272","bvse-Bundesverband Sekundärrohstoffe und Entsorgung e.V. (bvse)","bvse-bundesverband sekundärrohstoffe und entsorgung e.v. (bvse)"
"1273","FUNDACIÓN ACADEMIA EUROPEA E IBEROAMERICANA DE YUSTE (FAEIY)","fundación academia europea e iberoamericana de yuste (faeiy)"
"1274","Belgian & Luxembourg Federation of Automobile & Two-wheeler Industry (FEBIAC)","belgian & luxembourg federation of automobile & two-wheeler industry (febiac)"
"1275","European Film Agency Directors (EFAD)","european film agency directors (efad)"
"1276","Commission Intersyndicale des Déshydrateurs Européens (CIDE)","commission intersyndicale des déshydrateurs européens (cide)"
"1277","The Walt Disney Company Benelux BVBA","the walt disney company benelux bvba"
"1278","Notino s.r.o.","notino s.r.o."
"1279","Sdružení uživatelu autorských práv Vsetín (SUAP)","sdružení uživatelu autorských práv vsetín (suap)"
"1280","Friluftsrådet","friluftsrådet"
"1281","Education and Training Boards Ireland (ETBI)","education and training boards ireland (etbi)"
"1282","Consumers' Association of Ireland (thecai)","consumers' association of ireland (thecai)"
"1283","Bundesverband Mineralische Rohstoffe e. V. (MIRO)","bundesverband mineralische rohstoffe e. v. (miro)"
"1284","European Writing Instrument Manufacturer's Association (EWIMA)","european writing instrument manufacturer's association (ewima)"
"1285","Association Générale des Producteurs de Blé et autres céréales (AGPB)","association générale des producteurs de blé et autres céréales (agpb)"
"1286","Zentralverband Deutsches Kfz-Gewerbe e.V. (ZDK)","zentralverband deutsches kfz-gewerbe e.v. (zdk)"
"1287","Saferworld","saferworld"
"1288","Associazione Peacelink (PeaceLink)","associazione peacelink (peacelink)"
"1289","Fundación Empresa Universidad Gallega (FEUGA)","fundación empresa universidad gallega (feuga)"
"1290","Li Service","li service"
"1291","EDSO for Smart Grids (E.DSO)","edso for smart grids (e.dso)"
"1292","European Platform for Rehabilitation (EPR)","european platform for rehabilitation (epr)"
"1293","Women's Support and Information Centre (WSIC)","women's support and information centre (wsic)"
"1294","<U+0410><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> „<U+0411><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0430> <U+043A><U+043D><U+0438><U+0433><U+0430>"" (<U+0410><U+0411><U+041A>)","<U+0430><U+0441><U+043E><U+0446><U+0438><U+0430><U+0446><U+0438><U+044F> „<U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0430> <U+043A><U+043D><U+0438><U+0433><U+0430>"" (<U+0430><U+0431><U+043A>)"
"1295","<U+0411><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0430> <U+0441><U+0442><U+043E><U+043F><U+0430><U+043D><U+0441><U+043A><U+0430> <U+043A><U+0430><U+043C><U+0430><U+0440><U+0430> - <U+0441><U+044A><U+044E><U+0437> <U+043D><U+0430> <U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0438><U+044F> <U+0431><U+0438><U+0437><U+043D><U+0435><U+0441> (BIA)","<U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0430> <U+0441><U+0442><U+043E><U+043F><U+0430><U+043D><U+0441><U+043A><U+0430> <U+043A><U+0430><U+043C><U+0430><U+0440><U+0430> - <U+0441><U+044A><U+044E><U+0437> <U+043D><U+0430> <U+0431><U+044A><U+043B><U+0433><U+0430><U+0440><U+0441><U+043A><U+0438><U+044F> <U+0431><U+0438><U+0437><U+043D><U+0435><U+0441> (bia)"
"1296","Scandlines Danmark ApS","scandlines danmark aps"
"1297","Estonian Food Industry Association (EFIA)","estonian food industry association (efia)"
"1298","Asociácia zamestnávatelských zväzov a združení SR (AZZZ SR)","asociácia zamestnávatelských zväzov a združení sr (azzz sr)"
"1299","Barclay Chemicals Manufacturing","barclay chemicals manufacturing"
"1300","Zebra Technologies Corporation","zebra technologies corporation"
"1301","ABP Food Group (ABP)","abp food group (abp)"
"1302","European AIDS Treatment Group (EATG)","european aids treatment group (eatg)"
"1303","Syndicat des Régies Internet (SRI)","syndicat des régies internet (sri)"
"1304","Union Maritime & Portuaire (UMEP)","union maritime & portuaire (umep)"
"1305","EUROPEAN INDUSTRIAL FASTENERS INSTITUTE (EIFI)","european industrial fasteners institute (eifi)"
"1306","Royal Institution of Chartered Surveyors (RICS)","royal institution of chartered surveyors (rics)"
"1307","Global Shippers Forum (GSF)","global shippers forum (gsf)"
"1308","EUROPEAN TUGOWNERS ASSOCIATION (ETA)","european tugowners association (eta)"
"1309","European Association of Mining Industries, Metal Ores & Industrial Minerals (Euromines)","european association of mining industries, metal ores & industrial minerals (euromines)"
"1310","Centre National de Coopération au Développement- 11 11 11 (CNCD-11 11 11)","centre national de coopération au développement- 11 11 11 (cncd-11 11 11)"
"1311","FEDERA<U+021A>IA NA<U+021A>IONALA PENTRU ÎNVA<U+021A>AMÂNT <U+0218>I FORMARE PROFESIONALA (FNIFP)","federa<U+021B>ia na<U+021B>ionala pentru înva<U+021B>amânt <U+0219>i formare profesionala (fnifp)"
"1312","LAG Bornholm (LAG Bornholm)","lag bornholm (lag bornholm)"
"1313","Fundación Empresarial Comunidad Europea Chile (Eurochile)","fundación empresarial comunidad europea chile (eurochile)"
"1314","Media Development Center (MDC)","media development center (mdc)"
"1315","Irish Inter Professional Association (IIPA)","irish inter professional association (iipa)"
"1316","BorsodChem Zrt (BC)","borsodchem zrt (bc)"
"1317","Association of Industry, Agriculture and Services (AIAS)","association of industry, agriculture and services (aias)"
"1318","Cluster Maritime Luxembourgeois asbl (CML)","cluster maritime luxembourgeois asbl (cml)"
"1319","Protection sociale française (REIF)","protection sociale française (reif)"
"1320","SICK AG (SICK)","sick ag (sick)"
"1321","Raiffeisen Bank International AG (RBI)","raiffeisen bank international ag (rbi)"
"1322","Lumos Foundation (Lumos)","lumos foundation (lumos)"
"1323","Eunomia Research & Consulting Ltd.","eunomia research & consulting ltd."
"1324","Confederazione Italiana della Piccola Media Impresa e dell'Artigianato (CONFIMPRESA)","confederazione italiana della piccola media impresa e dell'artigianato (confimpresa)"
"1325","European Conservation Agriculture Federation (ECAF)","european conservation agriculture federation (ecaf)"
"1326","Swedish Association of Mines, Mineral and Metal Producers (Svemin)","swedish association of mines, mineral and metal producers (svemin)"
"1327","Social Services Europe (SSE)","social services europe (sse)"
"1328","European Federation of Youth Hostel Associations (EUFED)","european federation of youth hostel associations (eufed)"
"1329","Association for Insurance Promotion (APPA)","association for insurance promotion (appa)"
